/data/openxdata_npy/bridge/0.1.0/train-990/image0/41.jpg,move the pot from edge to corner of the table
/data/openxdata_npy/bridge/0.1.0/train-2287/image0/37.jpg,pick the yellow fruit from middle and put it on the corner
/data/openxdata_npy/bridge/0.1.0/train-16170/image0/38.jpg,take broccoli out of pan cardboardfence
/data/openxdata_npy/bridge/0.1.0/train-158/image0/39.jpg,move the purple cloth above the pink-handled spoon
/data/openxdata_npy/bridge/0.1.0/train-15529/image0/41.jpg,place the orange carrot on the right burner
/data/openxdata_npy/bridge/0.1.0/test-3007/image0/37.jpg,put broccoli in pot cardboardfence
/data/openxdata_npy/bridge/0.1.0/train-6856/image0/40.jpg,place the sushi on the back left corner of the table
/data/openxdata_npy/bridge/0.1.0/train-21592/image0/37.jpg,move the spoon to the bottom right of the table
/data/openxdata_npy/bridge/0.1.0/train-19200/image0/32.jpg,take spatula off plate sink
/data/openxdata_npy/bridge/0.1.0/train-11779/image0/37.jpg,open microwave
/data/openxdata_npy/bridge/0.1.0/train-22877/image0/36.jpg,place the green pickle on top of the purple towel
/data/openxdata_npy/bridge/0.1.0/train-14559/image0/22.jpg,take spatula off plate sink
/data/openxdata_npy/bridge/0.1.0/train-8338/image0/36.jpg,move the pot right under the two cans
/data/openxdata_npy/bridge/0.1.0/train-19391/image0/75.jpg,put pan on stove and put stuffedpig in pan
/data/openxdata_npy/bridge/0.1.0/train-21647/image0/38.jpg,upright metal pot cardboard fence
/data/openxdata_npy/bridge/0.1.0/train-4328/image0/23.jpg,put cup from sink to drying rack
/data/openxdata_npy/bridge/0.1.0/train-6597/image0/48.jpg,move blue brush to lower right corner
/data/openxdata_npy/bridge/0.1.0/train-10085/image0/48.jpg,place blue brush to the right of pot
/data/openxdata_npy/bridge/0.1.0/train-13925/image0/37.jpg,place the mushroom on top of the blue rag
/data/openxdata_npy/bridge/0.1.0/test-422/image0/38.jpg,topple metal pot cardboard fence
/data/openxdata_npy/bridge/0.1.0/train-14360/image0/31.jpg,move the green spatula next to the pepper
/data/openxdata_npy/bridge/0.1.0/train-15591/image0/40.jpg,pick up the spoon and on the another side of the table
/data/openxdata_npy/bridge/0.1.0/train-15423/image0/19.jpg,move the blue napkin next to the cans
/data/openxdata_npy/bridge/0.1.0/train-19403/image0/22.jpg,move the towel directly in front of the cans
/data/openxdata_npy/bridge/0.1.0/test-1758/image0/27.jpg,put detergent in sink
/data/openxdata_npy/bridge/0.1.0/train-11446/image0/23.jpg,turn lever vertical to front distractors
/data/openxdata_npy/droid/1.0.0/train-7522/image0/135.jpg,uncover the pot and put the lid on the counter
/data/openxdata_npy/droid/1.0.0/train-58950/image0/211.jpg,put the white cup in the other cup on the table
/data/openxdata_npy/droid/1.0.0/train-20038/image0/296.jpg,pick the bottle in the bowl and put it on the counter
/data/openxdata_npy/droid/1.0.0/train-59329/image0/562.jpg,pick the jar and pour the beans into the pot
/data/openxdata_npy/droid/1.0.0/train-82547/image0/166.jpg,open the right door of the first cabinet on the left
/data/openxdata_npy/droid/1.0.0/train-5239/image0/139.jpg,take the marker out of the cup
/data/openxdata_npy/droid/1.0.0/train-65698/image0/171.jpg,put the pens inside the clear container on the left
/data/openxdata_npy/droid/1.0.0/train-66162/image0/155.jpg,pick up the pot and put it on the stove
/data/openxdata_npy/droid/1.0.0/train-1088/image0/196.jpg,move the blue bowl forward
/data/openxdata_npy/droid/1.0.0/train-54049/image0/459.jpg,pick up the bottle from the plastic bag and put it on the countertop
/data/openxdata_npy/droid/1.0.0/train-12420/image0/951.jpg,open the microwave
/data/openxdata_npy/droid/1.0.0/train-15624/image0/449.jpg,use the towel to wipe the countertop
/data/openxdata_npy/droid/1.0.0/train-91566/image0/143.jpg,pour the contents in the cup into the bowl
/data/openxdata_npy/droid/1.0.0/train-74700/image0/206.jpg,take the cover off the golf club
/data/openxdata_npy/droid/1.0.0/train-61617/image0/116.jpg,wipe the table
/data/openxdata_npy/droid/1.0.0/train-50898/image0/490.jpg,fold the black dress in half
/data/openxdata_npy/droid/1.0.0/train-10442/image0/139.jpg,put the screwdriver in the drawer and then close the drawer
/data/openxdata_npy/droid/1.0.0/train-39185/image0/116.jpg,remove the marker from the bowl and put it on the table
/data/openxdata_npy/droid/1.0.0/train-33225/image0/438.jpg,put up the hanger on the rail of the top banker
/data/openxdata_npy/droid/1.0.0/train-47931/image0/113.jpg,put the marker inside the bowl
/data/openxdata_npy/droid/1.0.0/train-10741/image0/139.jpg,remove the lid from the white mug
/data/openxdata_npy/droid/1.0.0/train-32780/image0/449.jpg,"pick up the orange cup, pour its contents in the black bowl and put the cup back down"
/data/openxdata_npy/droid/1.0.0/train-12909/image0/232.jpg,put the black t-shirt on the table
/data/openxdata_npy/droid/1.0.0/train-11712/image0/372.jpg,move the faucet tap to the right then close it
